افریقہ	アフリカ
قومی باغستان	国立公園
جزیرہ اسینشن	アセンション島
برقی میدان	電場
ارضی طبیعیات	地球物理学
نیوزی لینڈ ذیلی انٹارکٹک جزائر	ニュージーランドの亜南極諸島
حرکی توانائی	運動エネルギー
سخباتار (شہر)	スフバートル市
طبعہ نویس	タイプライター
برطانوی سمندر پار علاقے	イギリスの海外領土
ایف – 18 ہارنیٹ	F/A-18 (航空機)
بیورنستار بیورنسن	ビョルンスティエルネ・ビョルンソン
ابن العربی (صوفی)	イブン・アラビー
سونورا	ソノラ州
گوانجواتو	グアナフアト州
اوزیریس	オシリス
باخا کیلیفورنیا سر	バハ・カリフォルニア・スル州
آیان بینن	イヴァン・ブーニン
محرک راستہ	高速道路
پرنس ایڈورڈ جزائر	プリンス・エドワード諸島
چارلس ببیج	チャールズ・バベッジ
جزیره مکواری	マッコーリー島
سلطنت ملاکا	マラッカ王国
یوجین آئنسکو	ウジェーヌ・イヨネスコ
خون آشام	吸血鬼
فجی ہندی	フィジー・ヒンディー語
دارفور	ダルフール
اردون، جمہوریہ شمالی اوسیشیا-الانیا	アルドン (北オセチア)
اوکٹاویو پاز	オクタビオ・パス
سیندائی	仙台市
صوبہ بیلیجک	ビレジク県
جزائر کرگولن	ケルゲレン諸島
ونگری ماتھی	ワンガリ・マータイ
احمد شاہ ابدالی	アフマド・シャー・ドゥッラーニー
بھگوت گیتا	バガヴァッド・ギーター
اسرائیل میوزیم	イスラエル博物館
سلسلہ کوہ	山脈
انگوٹھی	指輪
اسلوب علم	科学的方法
ہوبئی	湖北省
اخروٹ	シナノグルミ
جزیرہ بیکر	ベーカー島
زلاتان ابراھیموویچ	ズラタン・イブラヒモビッチ
محمول ابلاغیاتی عالمی نظام	GSM
چن ریاست	チン州
شنسی	山西省
1982 فیفا عالمی کپ	1982 FIFAワールドカップ
1986 فیفا عالمی کپ	1986 FIFAワールドカップ
1978 فیفا عالمی کپ	1978 FIFAワールドカップ
طیرانیہ	航空会社
ایسپو	エスポー (フィンランド)
حیاتی تنوع	生物多様性
روبیک مکعب	ルービックキューブ
سینٹ-ڈینس، رانوں	サン＝ドニ (レユニオン)
ایئیاروادی علاقہ	エーヤワディ地方域
اولُو	オウル
نیدرلینڈز قومی فٹ بال ٹیم	サッカーオランダ代表
لامباری	ランバレ
ایشوریا رائے	アイシュワリヤー・ラーイ
گوئیژو	貴州省
صوبہ بالیکسیر	バルケスィル県
LXDE	LXDE
شیٹ لینڈ	シェトランド諸島
برہمن	バラモン
صحرائے ایٹاکاما	アタカマ砂漠
یوزر انٹرفیس	ユーザインタフェース
روماں رولاں	ロマン・ロラン
سانٹا مونیکا	サンタモニカ
کاؤنٹی (ریاستہائے متحدہ)	郡 (アメリカ合衆国)
نوبل میموریل انعام برائے معاشیات	アルフレッド・ノーベル記念経済学スウェーデン国立銀行賞
Hungarian forint	フォリント
وارن بافیٹ	ウォーレン・バフェット
سول نافرمانی	市民的不服従
کاما سترا	カーマ・スートラ
الفرڈ جیلنک	エルフリーデ・イェリネク
ہاف لائف	半減期
مرکزی عصبی نظام	中枢神経系
ابراہیمی ادیان	アブラハムの宗教
اوش	オシ
رسالہ	騎兵
بین الاقوامی معاشیات	国際経済学
ملٹن فریڈمان	ミルトン・フリードマン
گرین بے، وسکانسن	グリーンベイ (ウィスコンシン州)
رقعہ مصرف	紙幣
الحمرا	アルハンブラ宮殿
سگنٹو	サグント
آندرے ژید	アンドレ・ジッド
بین الاقوامی عدالت جرائم	国際刑事裁判所
غزہ	ガザ
جیمز ٹاون	ジェームズタウン
یوم مئی	メーデー
کمپائلر	コンパイラ
مشعاحد	レーダー
آنوبیس	アヌビス
تنظیم تعاون اسلامی	イスラム協力機構
بحیرہ ناروے	ノルウェー海
عشتار	イシュタル
ایواینڈرک	イヴォ・アンドリッチ
پیمائشی اکائیات	物理単位
بیلیم	ベレン (パラー州)
ایس کیو ایل	SQL
افسس	エフェソス
برقی قمقمہ	電球
ناڈینگورڈیمر	ナディン・ゴーディマー
بحیرہ انڈمان	アンダマン海
بلڈ گروپ	血液型
کیتھرین زیٹا جونز	キャサリン・ゼタ＝ジョーンズ
امریکو وسپوچی	アメリゴ・ヴェスプッチ
کتاب یشوع	ヨシュア記
سلطنت بابل	バビロニア
روڈولف کرسٹوف یوکن	ルドルフ・クリストフ・オイケン
صحرائے کالاہاری	カラハリ砂漠
شاخ گوبھی	ブロッコリー
2002 فیفا عالمی کپ	2002 FIFAワールドカップ
جبران خلیل جبران	ハリール・ジブラーン
مسلمان	ムスリム
امری کرٹرز	ケルテース・イムレ
انگلستان قومی فٹ بال ٹیم	サッカーイングランド代表
Blu-ray Disc	Blu-ray Disc
فرانس قومی فٹ بال ٹیم	サッカーフランス代表
صوبہ چناق قلعہ	チャナッカレ県
العیون	アイウン
پرتیبھا پاٹل	プラティバ・パティル
جزیرہ مڈوے	ミッドウェー島
تاش	トランプ
339ء	339年
340ء	340年
نیمیخن	ナイメーヘン
بروم کاؤنٹی، نیویارک	ブルーム郡 (ニューヨーク州)
میاگی پریفیکچر	宮城県
پیرس ہلٹن	パリス・ヒルトン
وکالۂ سراغ رسانی	情報機関
لکھنؤ	ラクナウ
354ء	354年
سرکس	サーカス
356ء	356年
358ء	358年
الیگانی کاؤنٹی، نیویارک	アリゲイニー郡 (ニューヨーク州)
361ء	361年
363ء	363年
شمال مغربی انگلستان	ノース・ウェスト・イングランド
364ء	364年
شانسی	陝西省
شمال مشرقی انگلستان	ノース・イースト・イングランド
مشرقی مڈلینڈز	イースト・ミッドランズ
368ء	368年
مشرقی انگلستان	イースト・オブ・イングランド
369ء	369年
370ء	370年
اونس	オンス
جنوب مشرقی انگلستان	サウス・イースト・イングランド
371ء	371年
جنوب مغربی انگلستان	サウス・ウェスト・イングランド
سانچہ:زمرہ کومنز	Template:Commonscat
مغربی مڈلینڈز	ウェスト・ミッドランズ (リージョン)
376ء	376年
377ء	377年
378ء	378年
1780ء کی دہائی	1780年代
یارکشائر اور ہمبر	ヨークシャー・アンド・ザ・ハンバー
383ء	383年
384ء	384年
اگوگلیارو	アグリアーロ
انگلستان کے علاقہ جات	リージョン (イングランド)
388ء	388年
تدویر	トルク
389ء	389年
390ء	390年
391ء	391年
392ء	392年
1730ء کی دہائی	1730年代
393ء	393年
394ء	394年
395ء	395年
396ء	396年
397ء	397年
398ء	398年
399ء	399年
1540ء کی دہائی	1540年代
جرمن ویکیپیڈیا	ドイツ語版ウィキペディア
بصرہ	バスラ
خلیہ جذعیہ	幹細胞
سامی- ناروے کے قدیم باشندے	サーミ人
کفرہ ضلع	クフラ県
رومیوں کے نام کا خط	ローマの信徒への手紙
آزادی اجتماع	組合
مشرق قریب	近東
ڈوور، نیو ہیمپشائر	ドーバー (ニューハンプシャー州)
فقہ مالکی	マーリク学派
عیدی امین	イディ・アミン
وادی الشاطی ضلع	ワジ・アル・シャーティー県
وادی الحیاہ ضلع	ワジ・アル・ハヤー県
غات ضلع	ガート県
مرزق ضلع	ムルズク県
لیبیا کے اضلاع	リビアの行政区画
مائن کیمف	我が闘争
جفرہ ضلع	ジュフラ県
ھلامہ برقی رحلان	二次元電気泳動
ڈنیپروپٹرووسک	ドニプロペトロウシク
ڈک چینی	ディック・チェイニー
ایکس بوکس 360	Xbox 360
بین الاقوامی اتحاد برائے تحفظ قدرت	国際自然保護連合
ایڈمز ٹاؤن، جزائر پٹکیرن	アダムスタウン (ピトケアン)
میڈیلن	メデジン
طالب علم	在籍者 (学習者)
جنگ واٹرلو	ワーテルローの戦い
Urea	尿素
کوبے	神戸市
ایواتے پریفیکچر	岩手県
ماریہامن	マリエハムン
ترکی کے صوبے	トルコの地方行政区画
قیصری	カイセリ
ریسیف	レシフェ
سلطنت	帝国
مینار	ミナレット
آبنائے ملاکا	マラッカ海峡
حصین	海馬 (脳)
مانچسٹر، نیو ہیمپشائر	マンチェスター (ニューハンプシャー州)
ڈیوڈ لونگ اسٹون	デイヴィッド・リヴィングストン
امرتسر	アムリトサル
1930 فیفا عالمی کپ	1930 FIFAワールドカップ
سگرادا فیمیلیا	サグラダ・ファミリア
ایس – 300	S-300 (ミサイル)
ڈیوی اعشاریائی درجہ بندی	デューイ十進分類法
وائجر اول	ボイジャー1号
درجہ بندی (کتب خانہ)	図書分類法
آئی او ایس	IOS (アップル)
وفاقی حکومت، ریاستہائے متحدہ امریکہ	アメリカ合衆国連邦政府
1750ء کی دہائی	1750年代
1580ء کی دہائی	1580年代
1590ء کی دہائی	1590年代
ویسٹ آئلینڈ، جزائر کوکوس	ウェスト島
مملکت یہودہ	ユダ王国
لطخۂ مغرب	ウェスタンブロッティング
لی ہاروے اوسوالڈ	リー・ハーヴェイ・オズワルド
بابی جار	バビ・ヤール
فضائی مکوک	スペースシャトル
رین ول کاؤنٹی، شمالی ڈکوٹا	レンビル郡 (ノースダコタ州)
گرانٹ کاؤنٹی، شمالی ڈکوٹا	グラント郡 (ノースダコタ州)
سیوح کاؤنٹی، شمالی ڈکوٹا	スー郡 (ノースダコタ州)
رولے کاؤنٹی، شمالی ڈکوٹا	ロレット郡 (ノースダコタ州)
ایڈی کاؤنٹی، شمالی ڈکوٹا	エディ郡 (ノースダコタ州)
ہیٹنگر کاؤنٹی	ヘッティンガー郡 (ノースダコタ州)
ویلز کاؤنٹی، شمالی ڈکوٹا	ウェルズ郡 (ノースダコタ州)
پیئرس کاؤنٹی، شمالی ڈکوٹا	ピアース郡 (ノースダコタ州)
ہوئریونگ	会寧市
لا موغ کاؤنٹی	ラムーア郡 (ノースダコタ州)
لوگن کاؤنٹی، شمالی ڈکوٹا	ローガン郡 (ノースダコタ州)
نیلسن کاؤنٹی، شمالی ڈکوٹا	ネルソン郡 (ノースダコタ州)
مرسر کاؤنٹی، شمالی ڈکوٹا	マーサー郡 (ノースダコタ州)
گرگز کاؤنٹی، شمالی ڈکوٹا	グリッグス郡 (ノースダコタ州)
ایمونز کاؤنٹی، شمالی ڈکوٹا	エモンズ郡 (ノースダコタ州)
پیمبینا کاؤنٹی	ペンビナ郡 (ノースダコタ州)
گولڈن ویلی کاؤنٹی، شمالی ڈکوٹا	ゴールデンバレー郡 (ノースダコタ州)
وورڈ کاؤنٹی، شمالی ڈکوٹا	ウォード郡 (ノースダコタ州)
فوسٹر کاؤنٹی، شمالی ڈکوٹا	フォスター郡 (ノースダコタ州)
اولور کاؤنٹی، شمالی ڈکوٹا	オリバー郡 (ノースダコタ州)
ریمزے کاؤنٹی، شمالی ڈکوٹا	ラムジー郡 (ノースダコタ州)
مفرد عدد	素数
6 روزہ جنگ	第三次中東戦争
داستان	短編小説
افریقی-امریکی	アフリカ系アメリカ人
عرب اسرائیل جنگ 1948	第一次中東戦争
جنگ یوم کپور	第四次中東戦争
سوئز بحران	第二次中東戦争
کیمبرج، میساچوسٹس	ケンブリッジ (マサチューセッツ州)
سپرنگفیلڈ، میساچوسٹس	スプリングフィールド (マサチューセッツ州)
لارنس، میساچوسٹس	ローレンス (マサチューセッツ州)
279ء	279年
440ء	440年
517ء	517年
572ء	572年
جنوبی جزائری زبانیں	オーストロネシア語族
نارفوک، ورجینیا	ノーフォーク (バージニア州)
لیکسنگٹن، کینٹکی	レキシントン (ケンタッキー州)
ٹیمپا، فلوریڈا	タンパ
کولاریڈو سپرنگس، کولاریڈو	コロラドスプリングス
ورجینیا بیچ	バージニアビーチ
فورٹ وین، انڈیانا	フォートウェイン
ایکومیک کاؤنٹی، ورجینیا	アッコマック郡 (バージニア州)
بحیرہ جاوا	ジャワ海
برفانی عہد	氷河期
قانون سازی	立法
سیاحت	観光
ثومی	ネギ属
ثومان	ネギ亜科
قذیفہ	飛び道具
انبوہ تباہی ہتھیار	大量破壊兵器
رابرٹ نیویل	ロベール・ニヴェル
خاکا	ハカ (スペイン)
لقب	愛称
انترناسیونال	インターナショナル (歌)
لچھا	綿菓子
مورس ماتھرلنک	モーリス・メーテルリンク
بعد لثوی حروف صحیح	後部歯茎音
لثوی حروف صحیح	歯茎音
شاعر	詩人
ہڑتال	ストライキ
کسبی اشتراکیت	サンディカリスム
نکاح	結婚式
ڈاک	郵便
دستاویز	文書
صدارتی نظام	大統領制
اطالوی لوگ	イタリア人
جولیوآندریوتی	ジュリオ・アンドレオッティ
بین الاقوامی جماعت بندی امراض	疾病及び関連保健問題の国際統計分類
سرخ ضخام	赤色巨星
یونگدینگپو ضلع	永登浦区
تھائی لینڈ کے صوبے	チャンワット
جمہوریۂ چین کی انتظامی تقسیم	中華民国の行政区分
چین کی انتظامی تقسیم	中華人民共和国の行政区分
موآن کاؤنٹی	務安郡
ینگگو کاؤنٹی، گنگووں	楊口郡
ینگپے ونگ کاؤنٹی	楊平郡
ہانگ کانگ کے اضلاع	香港の行政区画
یوجو	驪州市
یونچوں کاؤنٹی	漣川郡
یونگگونگ کاؤنٹی	霊光郡
یونگدیوک کاؤنٹی	盈徳郡
یونگدونگ کاؤنٹی	永同郡
یونگم کاؤنٹی	霊岩郡
یونگینگ کاؤنٹی	英陽郡
یونگوول کاؤنٹی	寧越郡
یسن کاؤنٹی	礼山郡
یچیون کاؤنٹی	醴泉郡
جنگسونگ کاؤنٹی	長城郡
جنگسو کاؤنٹی	長水郡
جنغیونگ کاؤنٹی	長興郡
جاپان کے پریفیکچر	都道府県
ہونگسئونگ کاؤنٹی	洪城郡
نام ضلع، السان	南区 (蔚山広域市)
نامڈونگ ضلع	南洞区
منگولیا کے صوبے	モンゴルの行政区画
سہا ضلع	沙下区
سیو ضلع، گوانگ جو	西区 (光州広域市)
سیو ضلع، ڈائے جیون	西区 (大田広域市)
ینگچوں ضلع	陽川区
یونسو ضلع	延寿区
یونجے ضلع	蓮堤区
یونگدو ضلع	影島区
یونگتونگ-گو	霊通区
برونائی کے اضلاع	ブルネイの行政区画
یونگسان ضلع	龍山区 (ソウル特別市)
یوسونگ ضلع	儒城区
جنگن-گو	長安区 (水原市)
جونگ ضلع، ڈائے گو	中区 (大邱広域市)
جونگ ضلع، سیول	中区 (ソウル特別市)
