非洲	アフリカ
卡斯柏王子	カスピアン王子のつのぶえ
橙汁	オレンジジュース
戰略	軍事戦略
Pb	PB
極危	絶滅寸前
高雄縣	高雄県
蟲害	害虫
BC	BC
Heart	ハート
Cam	カム
鬱金香狂熱	チューリップ・バブル
TI	TI
Go	GO
乳糖消化不良	乳糖不耐症
M2	M2
M4	M4
七七事變	盧溝橋事件
自由民主黨	自由民主党 (曖昧さ回避)
Fa	FA
And	AND
Balboa	バルボア
SE	SE
食譜	レシピ
AK	AK
奧華馬斯	マルク・オーフェルマルス
科伊科伊人	コイコイ人
PK	PK
艾傑臣	エウケソン
Brown	ブラウン
前260年代	紀元前260年代
海龜	ウミガメ
260年代	260年代
A2	A2
保時捷 911	ポルシェ・911
非盧祖·保蘇尼	フェルッチョ・ブゾーニ
孤星血淚	大いなる遺産
華盛頓大學	ワシントン大学 (ワシントン州)
細紋斑馬	グレビーシマウマ
檜原村	檜原村
安汶島	アンボン島
Bessel 函數	ベッセル関数
嘉莉慕萊根	キャリー・マリガン
傑士德加	クリス・タッカー
270年代	270年代
前270年代	紀元前270年代
Dusty Springfield	ダスティ・スプリングフィールド
帶道	ゾーン
樅陽	樅陽県
高橋留美子	高橋留美子
斯堪尼亞	スカニア
蜜月	新婚旅行
黃喉貂	キエリテン
電話簿	電話帳
古晉	クチン
眼鏡蛇	フードコブラ属
紐約徵兵暴動	ニューヨーク徴兵暴動
366	366
行車方向	対面交通
遺物	遺物
Marilyn Chambers	マリリン・チェンバース
275	275
280年代	280年代
Gnumeric	Gnumeric
布氏鯨	ニタリクジラ
瑪麗亞二世	マリア2世 (ポルトガル女王)
鉻嘅同位素	クロムの同位体
晏冠沙絲蔑	アングン
272	272
八月政變	ソ連8月クーデター
史斯富	エンツォ・シーフォ
疊字	畳語
扎維耶	ザーウィヤ
290年代	290年代
試管實驗	In vitro
天花板	天井
斯泰爾AUG突擊步槍	ステアーAUG
清水寺	清水寺
一孩政策	一人っ子政策
單車徑	自転車道
羅先	羅先特別市
漢文 (網球手)	ティム・ヘンマン
ISO/IEC 8859	ISO/IEC 8859
歐洲貨幣單位	欧州通貨単位
小泰山2	ジャングル・ブック2
錢罌	貯金箱
關羽	関羽
阿基諾	ベニグノ・アキノ・ジュニア
2ch	2ちゃんねる
龜	カメ
物體	物体
太空衫	宇宙服
櫃桶	引き出し
126	126
戰象	戦象
山地車	マウンテンバイク
阮福晪	バオ・ダイ
俄塔社	イタルタス通信
鐵人	鉄人
300年代	300年代
前300年代	紀元前300年代
Stanley	スタンリー
黑 (搞清楚)	ブラック
Cent	セント
Cs	CS
Yes	イエス
NT	NT
James	ジェームズ
CY	CY
貝爾	ベル
Tau	TAU
Horn	ホーン
Gap	GAP
AAA	AAA
Diamond	ダイヤモンド (曖昧さ回避)
狐狸 (搞清楚)	フォックス
梵高博物館	ゴッホ美術館
HK	HK
方	スクウェア
和諧	ハーモニー
Aps	APS
Tiger	タイガー
前30年代	紀元前30年代
國民陣線	国民戦線
前31世紀	紀元前31世紀
何夫曼 (搞清楚)	ホフマン
Us	US
積克	ジャック
聖三一學院 (搞清楚)	トリニティ・カレッジ
Disc	ディスク
Ne	NE
Ir	IR
SM	SM
CC	CC
前310年代	紀元前310年代
310年代	310年代
李正姬	李正姫
福特	フォード (曖昧さ回避)
Car	CAR
TW	TW
快思邏輯	ファジィ論理
聖佐治 (搞清楚)	セント・ジョージ
江東 (搞清楚)	江東
明治 (搞清楚)	明治 (曖昧さ回避)
鎝嘅同位素	テクネチウムの同位体
火狐	ファイヤーフォックス
前32世紀	紀元前32世紀
320年代	320年代
前320年代	紀元前320年代
海岸星光號	コースト・スターライト
賓治	パンチ
Fahrenheit	ファーレンハイト
前33世紀	紀元前33世紀
330年代	330年代
前330年代	紀元前330年代
信差	メッセンジャー
Sex	Sex
141	141
龍出生天	デイライト (映画)
B2	B2
469	469
元 (搞清楚)	元
May	メイ
空集	空集合
前34世紀	紀元前34世紀
340年代	340年代
前340年代	紀元前340年代
OP	OP
前35世紀	紀元前35世紀
前350年代	紀元前350年代
前351年	紀元前351年
前352年	紀元前352年
前353年	紀元前353年
Master	マスター
默片	サイレント映画
Mirage	ミラージュ
天譴論	神の怒り
Gun	GUN
M6	M6
Temple	テンプル
深喉	ディープ・スロート
火箭 (搞清楚)	ロケット (曖昧さ回避)
Dam	DAM
LSD	LSD
Ant	ANT
O2	O2
NDS	NDS
Linares	リナレス
RP	RP
世界貿易中心 (搞清楚)	ワールド・トレード・センター
Du	DU
能劇	能
前36世紀	紀元前36世紀
高潮	クライマックス
鄒凱	鄒凱
Van	VAN
前360年代	紀元前360年代
皮帶	ベルト
March	マーチ
蘋果 (搞清楚)	アップル
祖沖之	祖沖之
前368年	紀元前368年
蘇丹 (搞清楚)	スーダン (曖昧さ回避)
前369年	紀元前369年
前37世紀	紀元前37世紀
大啡菇	マッシュルーム
前370年代	紀元前370年代
前371年	紀元前371年
佛洛伊德 (搞清楚)	フロイト (曖昧さ回避)
前372年	紀元前372年
羅馬 (搞清楚)	ローマ (曖昧さ回避)
前373年	紀元前373年
前374年	紀元前374年
前375年	紀元前375年
前377年	紀元前377年
We	WE
前378年	紀元前378年
芋	サトイモ
烏鵰	カラフトワシ
前379年	紀元前379年
手指屘	小指
鎖	錠前
廿一點	ブラックジャック
前38世紀	紀元前38世紀
奧克蘭	オークランド
前380年代	紀元前380年代
前381年	紀元前381年
牛蠅	アブ科
前383年	紀元前383年
交配	交尾
前386年	紀元前386年
前388年	紀元前388年
前39世紀	紀元前39世紀
前390年代	紀元前390年代
吳承恩	呉承恩
前391年	紀元前391年
前392年	紀元前392年
前393年	紀元前393年
前394年	紀元前394年
欂櫨蓋	膝蓋骨
前395年	紀元前395年
前397年	紀元前397年
蔡倫	蔡倫
前398年	紀元前398年
七姊妹	セブン・シスターズ
卡拉OK	カラオケ
豉油	醤油
3D電影	立体映画
馬些路 (搞清楚)	マルケッルス
Swift	スイフト
作死不離3兄弟	きっと、うまくいく
3dfx	3dfx
急口令	早口言葉
左傳	春秋左氏伝
Michael Johnson	マイケル・ジョンソン (曖昧さ回避)
塘尾	イトトンボ
傳回耶路撒冷運動	バック・トゥー・エルサレム
黃金海岸	ゴールド・コースト
福島	福島
列卡度	リカルド
迷你裙	ミニスカート
啤梨 (搞清楚)	ベリー (曖昧さ回避)
國籍	国籍
Palm	パーム
威末	ベルモット
無生源論	生命の起源
新山	ジョホールバル
前40世紀	紀元前40世紀
棕櫚油	パーム油
400年代	400年代
烏龍茶	烏龍茶
前401年	紀元前401年
北極兔	ホッキョクウサギ
世田谷區	世田谷区
前402年	紀元前402年
銀主盤	強制執行
前403年	紀元前403年
瑪歌芳婷	マーゴ・フォンテイン
MT	MT
前407年	紀元前407年
前408年	紀元前408年
冷衫	セーター
前409年	紀元前409年
丁方英里	平方マイル
前40年代	紀元前40年代
B3	B3
前410年	紀元前410年
410年代	410年代
前411年	紀元前411年
菊地凜子	菊地凛子
前412年	紀元前412年
謝淑薇	謝淑薇
馬天妮絲	コンチタ・マルティネス
梅艷芳	アニタ・ムイ
荒川區	荒川区
Aleksandra Wozniak	アレクサンドラ・ウォズニアク
葛飾區	葛飾区
何可欣	何可欣
杉並區	杉並区
杜詩雅	ナタリー・トージア
板橋區 (日本)	板橋区
紀子	文仁親王妃紀子
貝嘉晴	マーガレット・ベケット
台東區	台東区
Jamie Chung	ジェイミー・チャン
練馬區	練馬区
前414年	紀元前414年
前415年	紀元前415年
火龍果	ドラゴンフルーツ
前416年	紀元前416年
前417年	紀元前417年
255	255
丹頂鶴	タンチョウ
前418年	紀元前418年
前419年	紀元前419年
聖多美島	サントメ島
420年代	420年代
前420年	紀元前420年
前421年	紀元前421年
世界唔食煙日	世界禁煙デー
CDS	CDS
B1	B-1
米爾卡費達拿	ミロスラヴァ・ヴァヴリネック
前422年	紀元前422年
神學院	神学校
歌迪莎	アマンダ・クッツァー
利瑪竇	マテオ・リッチ
小澤瑪利亞	小澤マリア
前423年	紀元前423年
秀英	スヨン (少女時代)
雲安	雲安県
前424年	紀元前424年
品川區	品川区
前425年	紀元前425年
川島芳子	川島芳子
前426年	紀元前426年
共產黨	共産党
前428年	紀元前428年
Holly Brook	スカイラー・グレイ
祖利亞	ジュニア
430年代	430年代
目黑區	目黒区
鄭秀妍	ジェシカ (少女時代)
前431年	紀元前431年
塔里哈省	タリハ県
Ye	YE
蔡英文	蔡英文
前432年	紀元前432年
南摩多河	ナルマダー川
烏頭	ボラ
金泫雅	キム・ヒョナ
前434年	紀元前434年
中野區	中野区
前435年	紀元前435年
前436年	紀元前436年
前437年	紀元前437年
諾麗果	ヤエヤマアオキ
梵爾賽條約 (搞清楚)	ヴェルサイユ条約 (曖昧さ回避)
前438年	紀元前438年
前439年	紀元前439年
前440年	紀元前440年
440年代	440年代
前441年	紀元前441年
平成	平成
前442年	紀元前442年
前443年	紀元前443年
前444年	紀元前444年
椎名林檎	椎名林檎
宇多田光	宇多田ヒカル
前445年	紀元前445年
拉麪 (日本)	ラーメン
前446年	紀元前446年
雅尼	ヤニー
前447年	紀元前447年
嘉芙費曼	キャシー・フリーマン
聖行	スンナ
張曼玉	張曼玉
前448年	紀元前448年
萊恩群島	ライン諸島
阿拉	アッラーフ
地牢	地下室
光碟	光ディスク
伊斯蘭教朝聖	ハッジ
450年代	450年代
前452年	紀元前452年
收錢機	キャッシュレジスター
前453年	紀元前453年
聖克魯斯省 (玻利維亞)	サンタクルス県
北區 (東京都)	北区 (東京都)
墨田區	墨田区
麪豉	味噌
前455年	紀元前455年
劉洋	劉洋
多啦A夢	ドラえもん
北京地鐵	北京地下鉄
前458年	紀元前458年
前459年	紀元前459年
愛華頓 (搞清楚)	エバートン
Netscape Navigator	Netscape Navigator (ネットスケープコミュニケーションズ)
前460年	紀元前460年
460年代	460年代
前461年	紀元前461年
宋卡府	ソンクラー県
前462年	紀元前462年
前463年	紀元前463年
前464年	紀元前464年
衞生巾	ナプキン (生理用)
前465年	紀元前465年
平年	平年
電筒	懐中電灯
前466年	紀元前466年
前467年	紀元前467年
前468年	紀元前468年
雙魚	パイシーズ
江青	江青
蘇聯加盟共和國	ソビエト連邦構成共和国
470年代	470年代
前471年	紀元前471年
日野市	日野市
信興廣場	信興広場
鎌倉時代	鎌倉時代
寵物小精靈一覽	全国ポケモン図鑑順のポケモン一覧
粉紅色的一生	エディット・ピアフ〜愛の讃歌〜
前472年	紀元前472年
腰	腰
沙敦府	サトゥーン県
前473年	紀元前473年
前474年	紀元前474年
黃美英	ティファニー (少女時代)
泰文字母	タイ文字
前476年	紀元前476年
前477年	紀元前477年
豐島區	豊島区
甲米府	クラビー県
480年代	480年代
列治文 (大溫哥華地區)	リッチモンド (ブリティッシュコロンビア州)
前481年	紀元前481年
六式碼	シックス・シグマ
前482年	紀元前482年
伏羲	伏羲
前483年	紀元前483年
前484年	紀元前484年
前485年	紀元前485年
前486年	紀元前486年
前487年	紀元前487年
宜蘭縣	宜蘭県
前488年	紀元前488年
湯匿水	トニックウォーター
前489年	紀元前489年
伊藤由奈	伊藤由奈
平野綾	平野綾
490年代	490年代
世界末日鐘	世界終末時計
希基達	レネ・イギータ
2010年6月	Portal:最近の出来事/2010年6月
前491年	紀元前491年
前492年	紀元前492年
清雙唇破音	無声両唇破裂音
前493年	紀元前493年
青梅市	青梅市
會津若松	会津若松市
前494年	紀元前494年
前495年	紀元前495年
前496年	紀元前496年
尼日利亞國歌	起て同胞、ナイジェリアの呼び出しに遵って
亞歷山大二世 (蘇格蘭)	アレグザンダー2世 (スコットランド王)
前497年	紀元前497年
道格拉斯·希渣	ダグラス・ハイド
前498年	紀元前498年
前499年	紀元前499年
波托西省	ポトシ県
拜祖先	祖先崇拝
解構主義建築	脱構築主義建築
南京條約	南京条約
核反應	原子核反応
紅花楹	ホウオウボク
我哋係冠軍	伝説のチャンピオン
巴布達島	バーブーダ島
周杰倫	周杰倫
吉本芭娜娜	よしもとばなな
289	289
九龍	九龍
2010年5月	Portal:最近の出来事/2010年5月
90	90
大溪地足球代表隊	サッカータヒチ代表
Super Junior	スーパージュニア
芬倫	スティーヴ・フィナン
菲臘楊哈斯賓	フィリップ・ヤングハズバンド
高橋和希	高橋和希
廣島	広島
秋留野市	あきる野市
東村山市	東村山市
史度拉利	マルコ・ストラーリ
前500年	紀元前500年
500年代	500年代
皮費	費用
前501年	紀元前501年
布吉國際機場	プーケット国際空港
ACM	ACM
Playboy	プレイボーイ
Girl	ガール (曖昧さ回避)
Yui	YUI
Cha	CHA
Cep	CEP
前502年	紀元前502年
李婷 (網球手)	李テイ
前503年	紀元前503年
前504年	紀元前504年
前505年	紀元前505年
前506年	紀元前506年
胡齊斯坦省	フーゼスターン州
1989年法國網球公開賽	1989年全仏オープン
前507年	紀元前507年
澳門幣	マカオ・パタカ
前508年	紀元前508年
前509年	紀元前509年
前50年代	紀元前50年代
58	58
索馬利人	ソマリ族
510年代	510年代
Young	ヤング
卡比李陀羅曼路	カルピネート・ロマーノ
豐崎愛生	豊崎愛生
九一八事變	満州事変
古巴鱷	キューバワニ
小樽市	小樽市
死亡谷	デスヴァレー国立公園
五代十國	五代十国時代
香港足球代表隊	サッカー香港代表
2010年10月	Portal:最近の出来事/2010年10月
2010年8月	Portal:最近の出来事/2010年8月
2010年9月	Portal:最近の出来事/2010年9月
閉路電視	監視カメラ
520年代	520年代
馬來長吻鱷	マレーガビアル
⾖	豆部
⾗	豕部
森理世	森理世
⾘	豸部
⾙	貝部
盧泰愚	盧泰愚
基庭	ポール・キーティング
⾚	赤部
朴敏英	パク・ミニョン
⾛	走部
2010年7月	Portal:最近の出来事/2010年7月
⾜	足部
銳步球場	マクロン・スタジアム
⾝	身部
濁雙唇破音	有声両唇破裂音
靖國神社	靖国神社
⾞	車部
小金井市	小金井市
西東京市	西東京市
三鷹市	三鷹市
530年代	530年代
紅棗	ナツメ
MFR	MFR
日本內閣總理大臣一覽	内閣総理大臣の一覧
山斑馬	ヤマシマウマ
體育	体育
540年代	540年代
昌原	昌原市
2011年1月	Portal:最近の出来事/2011年1月
通用十進制圖書分類	国際十進分類法
⾟	辛部
⾠	辰部
⾡	チャク部
哈斯特鷹	ハルパゴルニスワシ
Chi-square	カイ二乗分布
反式脂肪	トランス脂肪酸
脊索	脊索
⾢	邑部
索馬里嘅內戰	ソマリア内戦
沙馬	サマック・スントラウェート
550年代	550年代
對分檢索	二分探索
汗腺	汗腺
72	72
我孫子	我孫子市
睡蓮	ヒツジグサ
本拿比	バーナビー
依波人	イボ人
560年代	560年代
白雲區	白雲区
黑金風雲	ゼア・ウィル・ビー・ブラッド
2010年亞洲運動會	2010年アジア競技大会
鹽田	塩田
鉸	蝶番
侏儒鱷	ニシアフリカコビトワニ
