აფრიკა	アフリカ
ოქროს კარიბჭე (ხიდი)	ゴールデンゲートブリッジ
Michael Jackson's This Is It	マイケル・ジャクソン THIS IS IT
პარკოსნები	マメ科
პოლ ბრაიტნერი	パウル・ブライトナー
რიჩარდ დოკინსი	リチャード・ドーキンス
ორლანდო ბლუმი	オーランド・ブルーム
ლახვარი	槍
ოტმარ ჰიცფელდი	オットマー・ヒッツフェルト
პიერ სიმონ ლაპლასი	ピエール＝シモン・ラプラス
ძვ. წ. 159	紀元前159年
წისქვილი (თანამედროვე)	粉砕機
ანდრეი ჩიკატილო	アンドレイ・チカチーロ
მაღარო	鉱業
ბართლომე I (კონსტანტინოპოლის პატრიარქი)	ヴァルソロメオス1世 (コンスタンディヌーポリ総主教)
ძვ. წ. 141	紀元前141年
ვილი სანიოლი	ウィリー・サニョル
სელმა ლაგერლოფი	セルマ・ラーゲルレーヴ
შტეფან ეფენბერგი	シュテファン・エッフェンベルク
ვექტორი	空間ベクトル
მაქსიმილიან II (ბავარია)	マクシミリアン2世 (バイエルン王)
სინგო	新郷村
ძვ. წ. 183	紀元前183年
ბენინის საერთაშორისო აეროპორტი	ベニナ空港
ეგზოპლანეტა	太陽系外惑星
ფილიპიკოსი (ბიზანტია)	フィリピコス・バルダネス
პიკარესკული რომანი	ピカレスク小説
ტიტანიკი (ფილმი)	タイタニック (1997年の映画)
Clutching at Straws	旅路の果て (アルバム)
ნობელის პრემიის ლაურეატები ქიმიის დარგში	ノーベル化学賞
ტრიპოლის საერთაშორისო აეროპორტი	トリポリ国際空港
კანიბალიზმი	カニバリズム
ფრანჩესკო გვიჩარდინი	フランチェスコ・グイチャルディーニ
მარხვა	断食
მონასტერი	僧院
ცარცული სისტემა	白亜紀
კანეკლიანები	棘皮動物
Hollywood Undead	ハリウッド・アンデッド
არაბულ რესპუბლიკათა ფედერაცია	アラブ共和国連邦
პაოლო დი კანიო	パオロ・ディ・カーニオ
1820-იანები	1820年代
როდნი სტრასერი	ロドニー・ストラッサー
ძვ. წ. 241	紀元前241年
შუცშტაფელი	親衛隊 (ナチス)
ძვ. წ. 209	紀元前209年
აშშ-ის სახელმწიფო ჰიმნი	星条旗 (国歌)
ორნითოლოგია	鳥類学
ძვ. წ. 210	紀元前210年
სერაფიმ საროველი	サロフのセラフィム
ებრაული კალენდარი	ユダヤ暦
ამასონასის დეპარტამენტი	アマソナス県 (コロンビア)
ბერინგის ზღვა	ベーリング海
ჩუტყვავილა	水痘
კურტრეს ბრძოლა (1302)	金拍車の戦い
ჰაინც-კრისტიან შტრახე	ハインツ＝クリスティアン・シュトラーヒェ
ძვ. წ. 103	紀元前103年
ფრანსისკო პისარო	フランシスコ・ピサロ
ვოევოდინა	ヴォイヴォディナ
არგენტინის პროვინციები	アルゼンチンの地方行政区画
ბუენოს-აირესის პროვინცია	ブエノスアイレス州
კატამარკის პროვინცია	カタマルカ州
ჩაკოს პროვინცია	チャコ州
კორიენტესის პროვინცია	コリエンテス州
კორდოვის პროვინცია (არგენტინა)	コルドバ州
ფორმოსის პროვინცია	フォルモサ州
ენტრე-რიოსის პროვინცია	エントレ・リオス州
ხუხუის პროვინცია	フフイ州
ძვ. წ. 145	紀元前145年
ძვ. წ. 347	紀元前347年
ინდულგენცია	贖宥状
ძვ. წ. 142	紀元前142年
ლიბიის გერბი	リビアの国章
თუთა	クワ
ლა-პამპის პროვინცია	ラ・パンパ州
ლა-რიოხის პროვინცია (არგენტინა)	ラ・リオハ州 (アルゼンチン)
მენდოსას პროვინცია	メンドーサ州
მისიონესის პროვინცია	ミシオネス州
ნეუკენის პროვინცია	ネウケン州
რიო-ნეგროს პროვინცია	リオネグロ州
სალტის პროვინცია	サルタ州
სან-ხუანის პროვინცია (არგენტინა)	サンフアン州 (アルゼンチン)
უკრაინელები	ウクライナ人
გაგრა	ガグラ
სან-ლუისის პროვინცია	サンルイス州
სუჰარტო	スハルト
სანტა-კრუსის პროვინცია (არგენტინა)	サンタクルス州
სანტა-ფეს პროვინცია	サンタフェ州
სანტიაგო-დელ-ესტეროს პროვინცია	サンティアゴ・デル・エステロ州
ტუკუმანის პროვინცია	トゥクマン州
ძვ. წ. 109	紀元前109年
ცეცხლოვანი მიწის პროვინცია	ティエラ・デル・フエゴ州
ძვ. წ. 215	紀元前215年
ძვ. წ. 148	紀元前148年
ვილიანდი	ヴィリャンディ
1770-იანები	1770年代
კირასირი	胸甲騎兵
შონდონგი	ソンドン洞
Kraftwerk	クラフトワーク
ლინდზი ლოჰანი	リンジー・ローハン
იოზეფ მარია ოლბრიხი	ヨゼフ・マリア・オルブリッヒ
.nu	.nu
.wf	.wf
წერტილი (გეომეტრია)	点 (数学)
.io	.io
კარლ IV თეოდორი	カール・テオドール (バイエルン選帝侯)
.tc	.tc
ალექს ფერგიუსონი	アレックス・ファーガソン
ტულსა	タルサ (オクラホマ州)
ოქსფორდის ინგლისური ენის ლექსიკონი	オックスフォード英語辞典
თერმოდინამიკური ენტროპია	エントロピー
ჩუბუტის პროვინცია	チュブ州
ტარასკები	タラスコ族
ძვ. წ. 121	紀元前121年
ალკუნისებრნი	カワセミ亜目
ძვ. წ. 189	紀元前189年
ძვ. წ. 179	紀元前179年
ძვ. წ. 186	紀元前186年
კარლ XVI	カール16世グスタフ (スウェーデン王)
პაიდე	パイデ
ძვ. წ. 190	紀元前190年
ჰაქიმ-ზადე ნიაზი ჰამზა	ハムザ・ニヤージー
ძვ. წ. 152	紀元前152年
ძვ. წ. 168	紀元前168年
.rs	.rs
System of a Down	システム・オブ・ア・ダウン
სიდნეის ოპერის თეატრი	シドニー・オペラハウス
