ཨ་ཧྥེ་རི་ཁ།	アフリカ
དབྱངས་ཅན་མ།	サラスヴァティー
ཞི་བདེ་རིང་ལུགས།	平和主義
སི་ནོ་པེ་ཡིའི་དིའོ་ཇེ་ན།	ディオゲネス (犬儒学派)
འདི་ན་ཡང་དྲག་ཏུ་མཆོང་ལྡིང་བྱེད་བཞིན་པའི་སྙིང་གསོན་པོ་ཞིག་འདུག	バービル県
མེ་ཏོག་ལུག་མིག	キク属
༄༅།། ཨེ་ནེ་རྡི།	アエネーイス
འགྱུར་མིང་།	偽名
མག་དལ་མ་མིར་ཡམ།	マグダラのマリア
ཟི་ལིང་།	西寧市
༼ནུབ་ཕྱོགས་སུ་བསྐྱོད་པའི་རྣམ་ཐར།༽	西遊記
༼རྒྱལ་ཁབ་གསུམ་གྱི་གཏམ་རྒྱུད།༽	三国志演義
ཆུ་ངོགས་གཏམ་རྒྱུད།	水滸伝
ཨ་དམ།	アダム
པོ་ཏ་ལ།	ポタラ宮
མཚོ་རྟེའུ།	タツノオトシゴ
ལིའུ་པོལ་ཌི་བོན་ཪཱན་ཀེ།	レオポルト・フォン・ランケ
གློག་དཀྲོལ་རྒྱུད་མང་།	エレクトリック・ギター
སིབ་བི།	麻疹
ལག་སྦྲེང་།	アコーディオン
༢༠༡༤ལོའི་འཛམ་གླིང་བུམ་པའི་རྐང་རྩེད་སྤོ་ལོའི་མགྲན་སྡུར།	2014 FIFAワールドカップ
རྦིར་མིང་ཧམ། (ཨ་ལ་པ་མ།)	バーミングハム (アラバマ州)
ཁོང་ཁྲོ།	怒り
དབྱི་ཞི་སི།	イシス
༢༥ (གྲངས་ཀ།)	25
༢༤ (གྲངས་ཀ།)	24
༦༠ (གྲངས་ཀ།)	60
སྐྱུར་ཙི་ཆེན་པོ།	ブンタン
ཊ་བི་རི་ཛ།	タブリーズ
ཏག་སེ།	ポーカー
བེང་ག་ལི།	ベンガル地方
ཨའི་ཆི་ཞེས་པའི་སྲིད་འཛིན་ས་ཁུལ།	愛知県
མ་ནི།	マニ車
སྰ་ཝན་ཐི་ཨྰར་ཧེན་ཡ་སུ།	スヴァンテ・アレニウス
འབྲོག་ལས།	畜産
ན་སོ་ལོན་པ།	大人
ཡུ་དཱ་དབྱི་སི་ཀར།	イスカリオテのユダ
མཱོན་ཊི་རེ།	モンテレイ (メキシコ)
ཆུ་ཁམས་འཁོར་སྐྱོད།	水循環
ནོ་ཨ།	ノア (聖書)
ལའེ་ཧྥན་ཐ།	レバント
ཀུབ་མངར།	メロン
མགྱོགས་ཟས།	ファーストフード
ཁ་དབྲག	フォーク (食器)
ཐུར་མ།	スプーン
ཟ་ཐུར་རམ་ཁོ་ཙེ།	箸
གེབ་རི་ཨེལ།	ガブリエル
བ་སྤུའི་མེ་ཏིག	ジャスミン
ལ་རོ་ཅེ་ལེ།	ラ・ロシェル
བྱང་སྣེའི་ཝ་མོ།	ホッキョクギツネ
ཀྲུང་གོའི་རྒྱལ་རབས།	中国の歴史
ཨ་ན་ཁི་ཟཱ་གྷོ་རཱ་ཟི།	アナクサゴラス
༄༅།། རའོ་མེའུ་ཨོ་དང་ཇོའུ་ལིའུ་ཡ་ཐི།	ロミオとジュリエット
རྗེན་ཚལ་	レタス
ཁེན།	カンデラ
ཏེ་ལོ།	スカンク
༢༦ (གྲངས་ཀ།)	26
པཎ་ཆེན་ཨེར་ཏི་ནི་ཆོས་ཀྱི་རྒྱལ་མཚན་	パンチェン・ラマ10世
གློག་རྡུལ་ཝོལ།	電子ボルト
ཨེམ་ཕི་ཌོལ་ཁི་ཟི།	エンペドクレス
ཧོ་ལུའུ་སི།	ホルス
ཧན་སེ་ཁལ་སེན།	ハンス・ケルゼン
ཧེན་རིག་ཆི་ཧཱ་རཱར།	ハインリッヒ・ハラー
ཡུས་ཅིན་མེ་ཏོག	チューリップ
མཚོ་ལེ།	海里
ཝི་ཆི།	ヴィシー
ཝུའུ་དབྱི་ཧྲན་གྲོང་ཁྱེར།	武夷山市
བདེ་འཇགས་དབུགས་སྒྲོ།	エアバッグ
ལང་ཚོ་དར་བབས།	思春期
མཚན་ཉིད།	定義
ཕོ་རོའོ་ཝང་སི།	プロヴァンス
འཇོན་མི།	ホモ・ハビリス
མཁའ་སྐྱོད་བུ་མོ།	客室乗務員
ཨའི་ནུ་མི།	アイヌ
པེ་ཁེར།	ベクレル
ལྷོ་སྤྲ།	アウストラロピテクス
སི་ཝེད།	シーベルト
སྒོ་ཕྱུགས་སེམས་ཅན།	家畜
པཱར།	バール (単位)
ཤིས་ས་སྤང་མ།	シシャパンマ
སྐྲ་བཞར་མཁན།	理容師
༄༅།། མར་ཀུས་བྲིས་པའི་འཕྲིན་བཟང་བཞུགས་སོ།།	マルコによる福音書
འཁོར་འགྲོས།	回転
སེད།	セト (聖書)
ཁྲང་པེ་རི་བོ།	白頭山
སྙོམས་རྒྱུག་རིམ།	成層圏
ཏིང་ངེ་འཛིན།	瞑想
ཤིང་ཀུན།	アサフェティダ
ཧྭ་ཧྲན་རི་བོ།	華山
འདོད་པའི་དབང་ཕྱུག	カーマ (ヒンドゥー教)
མགོ་ལོག་བོད་རིགས་རང་སྐྱོང་ཁུལ་	ゴロク・チベット族自治州
ཐི་ཧྥུ་ན་ཐི།	テフヌト
གཞིས་ཀ་རྩེ་གྲོང་ཁྱེར།	サムドゥプツェ区
ཨ་མེ་ཏིའོ་མོ་ཏིག་ལི་ཡ་ནི།	アメデオ・モディリアーニ
ཧྥ་རན་སིའི་མི།	フランス人
འཆར་ལྡན་བུ་བཙའ།	避妊
ལོག་གཡེམ་མམ་ཉེས་སྤྱོད།	暴力
སེ་ར་དགོན།	セラ寺
ཀྲུའུ་ནུའོ།	ユーノー
ལུ་ཟོན།	ルソン島
ཕང་ཕེ་	グナエウス・ポンペイウス
འཕར་བ།	ジャッカル
ཕཱ་ར་མེ་ནེ་ཌི་ཟི།	パルメニデス
ཁམས།	カム (チベット)
སྨི་ཉི་ཝ།	ミネルウァ
ཀླུ་སྡེ།	ナーガセーナ
གཉེན་ཚན་བར་ཆགས་སྦྱོར་བྱེད་པ།	近親相姦
དཀར་མཛེས་བོད་རིགས་རང་སྐྱོང་ཁུལ་	カンゼ・チベット族自治州
སྐྱེས་ཆེན་དམ་པ་ཡོ་སེབ།	ナザレのヨセフ
བརྒྱ་བྱིན།	インドラ
སྐྱེས་ཆེན་དམ་པ་ལུ་ཀཱ།	ルカ
ཐང་ཁྲག	ヒマラヤスギ属
ཚིགས།	ノット
ཨ་འབྲུམ།	クリ属
གཡའ་དྲེད།	イエティ
ཙོ་ལུའུ་པ།	ズールー人
རྨ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ་	黄南チベット族自治州
དཔྱིད་མཛེས་མེ་ཏག	ヒナゲシ
ལྷུན་རྩེ་རྫོང་།	ルンツェ県
སི་ཧྥུན་ཁོ་སི། (ཨའི་ཅི།)	ギザの大スフィンクス
ཁཱ།	カロリー
ཡའོ་ཁེས་འོ་ཧ་ཐའོ་ཡ་མ།	鳩山由紀夫
ཡོམ་འབོག་ཤིང་།	ニレ
བསྟན་བཤིག	ジョーク
ཤི་རིན་ཨེ་བྷ་ཌི།	シーリーン・エバーディー
ཡུལ་ཏོ་པི་ཡ།	ユートピア
འཁྱིལ་ཆེན།	チューバ
སྲན་ལེབ་ཆུང་ངུ།	レンズマメ
ཧྥ་རད།	ファラド
གའཀགྲོང་།	オアハカ
མན་རྡ་ར།	マントラ
ཞིང་པ་	農家
ཕྱི་ལྦགས།	マーモット
ཨོ་ལི་ནོ་ཁི་གཙང་པོ།	オリノコ川
སའེ་ཐི།	セト
ཆུ་སྲིན་དཀར་པོ།	シロイルカ
ཨུ་བཱོན་ར་ཊི་ཅ་ཐ་ནི།	テーサバーンナコーン・ウボンラーチャターニー
དུས་ཆེན།	祭
ལྷ་མོ་ཏི་ཨན་ན།	ディアーナ
སྐྱུ་རུ་དམན་པ།	サンザシ属
འཕར་སྤྱང་།	ドール
ཊ་རོ་ཨ་སོ།	麻生太郎
བྲ་བོ།	ソバ
ཨཱལ་ཕི།	アルビ
ཕ་རིའི་ཀོ་མུ་ནེ། (༡༨༧༡)	パリ・コミューン
རྒྱ་གར་གི་ལོ་རྒྱུས།	インドの歴史
རྫོང་གྲུག	スカッシュ (スポーツ)
ཨེལ་བྷ་ར་སྒྲེ།	モハメド・エルバラダイ
ཧ་ཐུའོ་ཨེར།	ハトホル
ཨེ་ལི་ཡཱ།	エリヤ
ནད་ཡམས།	ペスト
ཨ་པོ་ལི་ནེར།	ギヨーム・アポリネール
ཀེར་ལངས།	勃起
མོག་མོག་	モモ (料理)
ཕི་ལོ་ཋི་ནཱ་ཟི།	プロティノス
སོ་བཀྲུ།	歯ブラシ
ཡུ་ཁྱོ་མི་ཤི་མ།	三島由紀夫
ཁོ་རེ་ཡའི་ཤིང་ཞིག	アーティチョーク
ཆུ་པུ།	中部地方
འབྲུམ་སྨན།	ワクチン
ཤམ་ཕེན་ཆང་།	シャンパン
རྟག་པའི་རང་བཞིན་ཡུན་ནས།	永遠
སྙེ་མོ་རྫོང་།	ニェモ県
ཐའེ་ཧུའུ་མཚེའུ།	太湖
ཏི་རེ་ཁི་མཚོ་འགག	ドレーク海峡
ཝེ་ཁེ་ཏོ་རི་ཡ་བྱེ་ཐང་ཆེན་མོ།	グレートビクトリア砂漠
འཛམ་ཐང་	壌塘県
མ་མེན་མེ་ཏོག	スミレ属
ལྕི་ཚ།	キンポウゲ属
སུའོ་པོ་ཁོ།	セベク
པུའུ་ཐ།	プタハ
རྒྱ་མེན།	ケシ属
རྩ་མདའ་རྫོང་།	ツァンダ県
སིལ་ཏོག་ཅིག་གི་མིང་།	クロスグリ
༄༅།། ཤི་ལོག	復活 (小説)
རྡོ་པད་མ།	オランダカイウ属
ཚ་ལུ་མ་སྐྱུར་མོ།	ダイダイ
ཤིང་པད་མ།	ボタン科
རླངས་ཆུ།	ソフトドリンク
༄༅།། ཨན་ན་ཁ་ལི་ཉེ་ན།	アンナ・カレーニナ
གནམ་རིག་ཁང་།	プラネタリウム
ཆུ་པད་མ།	スイレン科
ངོ་ཚ་བ།	羞恥心
ཤིང་བཟོ་བ།	大工
ཁ་རེལ་ཆ་ཕེག	カレル・チャペック
དྲང་སོང་མེ་ཏོག	アジサイ属
ཟིང་དཀར།	ナデシコ
མེ་ཐུ་ཟི་ལཱ།	メトシェラ
གུར་ཀུམ།	ベニバナ
ཕྱེ་ལེབ་མེ་ཏོག	アヤメ属
ཤང་དྲིལ།	サクラソウ科
ཞབས་ཞུ་བ།	ウェイター
མེ་རི་ཌུ་ཁོ་རེ་གྷན་མ་གྷུ་རེ།	マイレッド・コリガン・マグワイア
བྷེ་ཊི་ཝེལ་ལམ།	ベティ・ウィリアムズ
ཀུན་སྤྱོད་བཟང་པོ།	徳
ཧྥེ་ཧྥེ།	ヒヒ
ལི་ལན་ཅིའེ།	ジェット・リー
རླབས་ཤུད།	サーフィン
པ་གླིང་།	ファゴット
མིག་སྤུ།	まつげ
གོ་རེ་བཟོ་མཁན།	製パン
སྡང་སེམས།	憎悪
ཇོའོ་ཏའེ་ལྦེ་སོན་རོའོ་ཀ་ཧྥེ་ལར།	ジョン・ロックフェラー
སྒྲོག་གུ	ボタン (服飾)
ཟི་ར་ནག་པོ།	クロタネソウ属
མངར་དྲིལ།	フクシア
ཟུར་དྲུག་མའི་སྐར་མ།	ダビデの星
གདོང་འབག	仮面
༄༅།། དམག་འཁྲུག་དང་ཞི་བདེ།	戦争と平和
ཉི་ཧོང་གི་མི།	日本人
ཕ་ཁྲི་རི་ཟེ་ལི་མིན་བ།	パトリス・ルムンバ
བར་རིམ།	中間圏
མ་སེའི་མི།	マサイ族
སྒེར་རྩེ་རྫོང་།	ゲルツェ県
ཐེ་སླ།	テスラ
འགྲོ་མགོན་ཆོས་རྒྱལ་འཕགས་པ།	パクパ
འཁྱིལ་དུང་།	ホルン
གཞས་རིག་པ།	音楽学
ཁམ་ཤིང་།	セイヨウミザクラ
ཚལ་དཀར་ཆེ་བ།	ハクサイ
ཅག་ཕུ་རེ་ཝེར།	ジャック・プレヴェール
ལྷོ་ཀུབ།	カボチャ
སྣུམ་སྒྱུར་ཆས།	キャブレター
ནུའུ་ཐི།	ヌト
ཤིང་དཀྲོལ།	シロフォン
སྦུབས་མཆོངས།	走高跳
ཉུལ་ཞིབ་པ།	スパイ
ཨའོ་ཉེ་ཅ་མཚེའུ།	オネガ湖
བྱི་བ་གཡི།	マヌルネコ
རྫ་ཡུལ་རྫོང་།	ザユル県
ཐའེ་ཅི་ཆོན།	太極拳
ཁབ་ར།	アイベックス
ཀའེ་པུའུ།	ゲブ
རྣ་རྒྱན།	イヤリング
ཕུ་དིག	コキジバト
ལག་ཤུབས།	手袋
ནའེ་ཧྥུ་ཏི་སི།	ネフティス
ཕི་རོ་ཁྲེ་གྷོ་རཱ་ཟི།	プロタゴラス
སེམས་སྐྱོ་བ།	悲しみ
ཧྲུའུ།	シュー (エジプト神話)
འུག་དཀར།	シロフクロウ
ཅི་ནན།	済南市
ཕྱི་རིམ།	外気圏
ཨཱ་ཝཛ།	アフヴァーズ
ཨ་ཝ་རུ་ཨ།	アバルア
ཨ་ཐུན།	アトゥム
གད་མོ་ཤོར་བ།	笑い
མགོམས་མཆོངས།	走幅跳
ཆགས་སྦྱོར་རིག་པ།	性科学
ཟས་ཀྱི་རིག་པ།	ガストロノミー
མི་ཆོག་པའི་བཀག་བྱ།	タブー
དཔལ་དགོན་བླུ་གྲུབ།	龍樹
ཉི་མ་མེ་ཏོག​	ヒマワリ
ལར་ན་ཀ།	ラルナカ
གསུབ་འགྱིག	消しゴム
དྲི་ཞིམ་ཅན།	ラベンダー
ཆོས་དད་རང་མོས།	信教の自由
ཕིག་མིའི་མི།	ピグミー
གབ་རེས་འུར་རེས།	かくれんぼ
ཧེན་ཐའེ།	ヘンタイ
འཕྲེད་བཅད་རི་རྒྱུད	横断山脈
འཁོར་བ།	輪廻
ལི་སྨིད།	センチメートル
གཡང་ཊི།	ヒスイ
བྱང་གི་ལྡོག་ཐིག	北回帰線
གཞས་པ་གཞས་མ།	歌手
ལྷོའི་ལྡོག་ཐིག	南回帰線
ཟླུམ་ངོས་ཚད།	ステラジアン
རྐང་ལམ།	歩道
སྣུམ་ཚལ་	セイヨウアブラナ
ཚ་རིམ།	熱圏
བྱང་སེམས་ཅན།	菩薩
གཏེར་ཆུ།	ミネラルウォーター
ཝེ་ཞིན་ཀེ་ཐུའོ་ལི་ཁོ་སི།	ウェルキンゲトリクス
ཇེ་དུ་ཀྲི་ཤི་ན་མུར་ཏི།	ジッドゥ・クリシュナムルティ
ནན་ཉིང་གྲོང་ཁྱེར།	南寧市
ལ་ཁི་སི།	ルクス
བོད་ས་མཐོ།	チベット高原
ཤྭ་བ་རྔ་རིང་།	アメリカアカシカ
གསོ་ཕྲུག	養子縁組
ན་ཏི་སུ་མེ་སོ་སེ་ཁི	夏目漱石
ཆགས་སྲེད་ཀྱི་རྒྱུ་རྩལ།	エロティカ
ཕ་ལོན་ཁེ།	パレンケ
ཨོ་ལན་ཀི་གཙང་པོ།	オレンジ川
ཀའོ་ཞུང་གྲོང་ཁྱེར།	高雄市
༄༅།། རྒྱལ་པོ་ལེར།	リア王
མོ་རི་ཧེའི་ཨུའེ་ཤི་ཕཱ།	植芝盛平
ཚའོ་ཞུའེ་ཆིང་།	曹雪芹
མངར་ཟས།	デザート
ཁུ་ནུའུ་མུའུ།	クヌム
