អាហ្វ្រិក	アフリカ
ខ្សែទឹកណរវេយ	ノルウェー海流
ទង់ព្រះពុទ្ធសាសនា	仏旗
មករ	マカラ (神話)
តំបន់អឌ្ឍច័ន្ទមាស	黄金の三日月地帯
អាស៊ីហ្គេមលើឆ្នេរខ្សាច់	アジアビーチゲームズ
បណ្ឌិត្យ​សភា​នីតិ​អន្តរជាតិ​នៃ​ទីក្រុង​ឡាអេ	ハーグ国際法アカデミー
សម្រែកនៃដុលោរ៉េស៏	ドロレスの叫び
ប្រពលវប្បកម្ម	集約農業
រូបមន្តប្រាម៉ាហ្គឹបតា	ブラーマグプタの公式
ប្រាសាទអ៊ីវ៉ាឃឹនី	岩国城
សមីការហ៊ីល	ヒル微分方程式
គ្រឹះស្ថានឧត្តមសិក្សាសាធារណៈនៅប្រទេសជប៉ុន	日本の国立大学一覧
កីឡាអាស៊ីខាងកើតឆ្នាំ១៩៩៣	1993年東アジア競技大会
រូប	色 (仏教)
Kawasaki OH-1	OH-1
កីឡាអាស៊ីខាងកើត	東アジア競技大会
ស៊ីហ្គេមលើកទី២០	1999年東南アジア競技大会
ក្រុមមិត្តភក្តិ (Peer group)	ピアグループ
ក្រុងតាកែវ	タケオ
ស្ពានឃីងតៃ	錦帯橋
ស្ពានខាន់ម៉ុងក្យូ	関門橋
កីឡាអាស៊ីខាងត្បូង	南アジア競技大会
OSGeo	OSGeo財団
វិគីភីឌា:ស្ថានទូតខ្មែរ	Wikipedia:大使館
Bottleneck	ボトルネック
ប្រៃសណីយ៍ភ័ណ្ឌ	荷物 (日本郵便)
ទីឃនិកាយ	長部 (パーリ)
រដ្ឋសភាជាតិកម្ពុជា	国民議会 (カンボジア)
ហ្វ្រង់កូ រ៉ាសិតទី	フランコ・ラゼッティ
ខ្សែទឹករង្វល់របស់មហាសមុទ្រ	環流
វ៉ន វេត	ペン・トゥオク
វិទ្យុតាមអ៊ីនធើណែត	デジタルラジオ
ខ្សែទឹកហ្គ្រីនលែនខាងលិច	西グリーンランド海流
អាន ដ្យឿង វឿង	蜀ハン
ខ្សែទឹកកោះបាហ្វហ្វីន	バフィン島海流
វិសមភាពស្យ៉ឺរ	シュールの不等式
អនុគមន៍ហ្គុឌែរម៉ាន់	グーデルマン関数
សាកលវិទ្យាល័យអាគីតា	秋田大学
ចន វ៉នណុក	ジョン・ワーノック
មួយម៉ូនីកា	アグネス・モニカ
Candies	キャンディーズ
កីឡាអាស៊ីកណ្ដាល	中央アジア競技大会
កីឡាអាស៊ីខាងកើតឆ្នាំ២០០៥	2005年東アジア競技大会
កីឡាអាស៊ីខាងកើតឆ្នាំ២០០១	2001年東アジア競技大会
សាកលវិទ្យាល័យហ្វឹគឹអ៊ី	福井大学
ESET NOD32 Antivirus	NOD32アンチウイルス
វិគីភីឌា:Glossary	Wikipedia:ウィキペディア用語集
នីវរណធម៌	五蓋
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសជប៉ុន	Category:日本
ចំណាត់ថ្នាក់ក្រុម:ម៉ិកសិច	Category:メキシコ
ទ្រឹស្តីបទប្រាម៉ាហ្គឹបតា	ブラーマグプタの定理
ស្ងោរជ្រក់សាច់មាន់	チキンスープ
បន្ទប់សារពត៌មាន	報道局
ចំណាត់ថ្នាក់ក្រុម:ឥណ្ឌូនេស៊ី	Category:インドネシア
ចំណាត់ថ្នាក់ក្រុម:សិង្ហបុរី	Category:シンガポール
ចំណាត់ថ្នាក់ក្រុម:រូបវិទ្យា	Category:物理学
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្រ្តធម្មជាតិ	Category:自然科学
ចំណាត់ថ្នាក់ក្រុម:ជីវវិទ្យា	Category:生物学
ចំណាត់ថ្នាក់ក្រុម:សាសនា	Category:宗教
ចំណាត់ថ្នាក់ក្រុម:កីឡា	Category:スポーツ
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្ត្រ	Category:科学
ប្រជាមតិទាក់ទងនឹងឯករាជភាពរបស់ស្កុតឡែនឆ្នំា២០១៤	2014年スコットランド独立住民投票
សំយុត្តនិកាយ	相応部
សាសនាក្នុងប្រទេសចិន	中国の宗教
ត្រីគល់រាំង	パーカーホ
ប្រវត្តិច្បាប់រក្សាសិទ្ធ	著作権の歴史
Honda HA-420 HondaJet	HondaJet
ស្ករត្នោត	パームシュガー
Guizhou JL-9	JL-9 (航空機)
ស្ដង់ដា	スタンダード
ចំនុចកណ្ដាល	中点
ខុទ្ទកនិកាយ	小部 (パーリ)
ចាន់ ស៊ី	チャン・シ
ប៉ាន់ រិទ្ធី	リティ・パニュ
សាកលវិទ្យាល័យកម្ពុជា	カンボジア大学
ទំព័រគំរូ:Dts	Template:Dts
ទីក្រុងរ៉ូមបុរាណ	古代ローマ
ទំព័រគំរូ:Box-footer	Template:Box-footer
រឹសគូប	立方根
ប្រាសាទកោះកេរ	コ・ケー
នរោត្ដម សុរាម្រិត	ノロドム・スラマリット
អាស៊ីហ្គេមអ៊ីនដរ	アジアインドアゲームズ
Airbus A318	エアバスA318
ទ្រឹស្តីបទរូទ	ラウスの定理
ក្លឹបបាល់ទាត់ ភ្នំពេញក្រោន	プノンペン・クラウンFC
វត្តភ្នំ	ワット・プノン
កោះត្រឡាច	コンソン島
ក្រុមហ៊ុនអាកាសចរណ៏រ៉ូយ៉ាល់ខ្មែរអ៊ែរឡាញ	ロイヤル・クメール航空
អាគីតា	秋田
ខណ្ឌទួលគោក	トゥール・コーク
ចំណាយរដ្ឋាភិបាល	歳出
អ្នកសារពត័មាន	ジャーナリスト
រង្វង់ប៊្រូការ	ブロカール円
ប៉ែន សុវណ្ណ	ペン・ソバン
ចំណាត់ថ្នាក់ក្រុម:អូឡាំពិក	Category:オリンピック
ចំណាត់ថ្នាក់ក្រុម:ព្រះពុទ្ធសាសនា	Category:仏教
វប្បធម៍បារាំង	フランス文化
បញ្ជីឈ្មោះអនុគមន៍គណិតវិទ្យា	関数一覧
ស្ពានប្រាប់ទិស	スピアン・プラプトス
ប្រអប់ខ្សាច់	サンドボックス
Open Access Week	オープンアクセスウィーク
ណូរី	バンブートレイン
ស្ថានីយទូរទស្សន៍	チャンネル (テレビ放送)
ពហុកីឡដ្ឋានជាតិអូឡាំពិក	プノンペン・オリンピックスタジアム
ជំងឺរលាកបំពង់ក	咽頭痛
អាកាសយានដ្ឋានអន្តរជាតិក្រុងព្រះសីហនុ	シアヌークビル国際空港
សាកលវិទ្យាល័យអប់រំអៃឈិ	愛知教育大学
ការដឹងគ្រប់គ្រាន់នៃវិធីដកដង្ហើម១៦យ៉ាង	安那般那念
ទំព័រគំរូ:Lang-ta	Template:Lang-ta
យ៉ាបា	ヤーバー
អូរកែវ	オケオ
សមីការឌីផេរ៉ង់ស្យែល -អាំងតេក្រាល	積分微分方程式
ប្រាសាទព្រះពិធូរ	プリア・ピトゥ
ខេត្តបលិខាំសៃ	ボーリカムサイ県
សោតទស្សន៏	オーディオ・ビジュアル
ភ្នំឧដុង្គ	ウドン (カンボジア)
វិសាខា	ヴィサーカー
ជនជាតិចារាយ(ខ្មែរលើ)	ジャライ族
ចៅ​សែន​ កុសល​ឈុំ	チャウ・セン・コクサル・チュム
ចំណូលរដ្ឋាភិបាល	歳入
អភិញ្ញា៦	六神通
ម៉ោងនៅឥណ្ឌូនេស៊ី	インドネシア時間
ព្រះរាជាណាចក្រកម្ពុជា (១៩៥៣-១៩៧០)	カンボジア王国 (1954年-1970年)
បណ្តុំកន្សោមរ៉ាឌីកាល់	多重根号
ច្បាប់នៃកម្ម	因果
កោណ្ឌញ្ញៈ	阿若・憍陳如
កីឡាចុងបូព៌ាឆ្នាំ១៩៣០	第9回極東選手権競技大会
កីឡាចុងបូព៌ាឆ្នាំ១៩២៣	第6回極東選手権競技大会
កីឡាចុងបូព៌ាឆ្នាំ១៩៣៤	第10回極東選手権競技大会
WNBT	WNBC
កត្តាអាំងតេក្រាល	積分因子
ទ្រឹស្តីបទអូស្រ្តូស្គី	オストロフスキーの定理
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ	Category:スタブ
ចំណាត់ថ្នាក់ក្រុម:ទ្វីប	Category:大陸
ចំណាត់ថ្នាក់ក្រុម:ភូមិវិទ្យា	Category:地質学
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះ	Category:航空機
ជា វិជ្ជា	チア・ヴィチア
រស់ សេរីសុទ្ធា	ロ・セレイソティア
យុទ្ធនាការកម្ពុជា	カンボジア作戦
បសេនទិកោសល	プラセーナジット
ព្រឹទ្ធសភាកម្ពុជា	元老院 (カンボジア)
ជនជាតិខ្មែរអ៊ីស្លាម	カンボジアのイスラム教
ទំព័រគំរូ:ប្រព័ន្ធព្រះអាទិត្យ	Template:太陽系
កឹម សុខា	ケム・ソカー
វិគីភីឌា:សារ ទំព័រគំរូ/លំហឈ្មោះ ការពិភាក្សារបស់អ្នកប្រើប្រាស់	Wikipedia:Template メッセージの一覧/利用者‐会話名前空間
ទុង សៀន	董賢
អនុរុទ្ធ	阿那律
ពីរ៉ាមីត	角錐
ពហុធាអាបែល	アーベル多項式
ពន្ធតែមប្រិ៍	印紙税
ជំនួយ:ការកត់ឈ្មោះចូល	Help:ログイン
ការបោះឆ្នោតជ្រើសតាំងតំណាងរាស្ត្រ នីតិកាលទី៥ ឆ្នាំ២០១៣	2013年カンボジア国民議会選挙
គ្រោះមហន្តរាយ	災害
វិគីភីឌា:Reference desk	Wikipedia:調べもの案内
ទំព័រគំរូ:Authority control	Template:Normdaten
ទំព័រគំរូ:Quote	Template:Quote
ទំព័រគំរូ:Wikipedia languages	Template:メインページ/他言語版
ទំព័រគំរូ:Location map Scotland	Template:Location map Scotland
ទំព័រគំរូ:Location map England	Template:Location map England
ចំណាត់ថ្នាក់ក្រុម:សេដ្ឋកិច្ច	Category:経済学
