Aphrika	アフリカ
Philipp Lahm	フィリップ・ラーム
Henan pruwinsya	河南省
Tocantins suyu	トカンティンス州
Piyu IX	ピウス9世 (ローマ教皇)
Liyun XII	レオ12世 (ローマ教皇)
Andrés Iniesta	アンドレス・イニエスタ
Griguryu XVI	グレゴリウス16世 (ローマ教皇)
Piyu X	ピウス10世 (ローマ教皇)
Gerd Müller	ゲルト・ミュラー
Aytipi pacha kuyuy (2010)	ハイチ地震 (2010年)
Sergipe suyu	セルジッペ州
Pupu	へそ
Arjen Robben	アリエン・ロッベン
Eduard Buchner	エドゥアルト・ブフナー
Salem (Oregon)	セイラム (オレゴン州)
Liyun XIII	レオ13世 (ローマ教皇)
Liaoning pruwinsya	遼寧省
Judas Tadeu	タダイ
Liyun I	レオ1世 (ローマ教皇)
1740 watakuna	1740年代
Pisqu chhulli	鳥インフルエンザ
264 kñ	紀元前264年
185 kñ	紀元前185年
Bixente Lizarazu	ビセンテ・リザラズ
169 kñ	紀元前169年
Domingo de Guzmán	ドミニコ
119 kñ	紀元前119年
195 kñ	紀元前195年
115 kñ	紀元前115年
120 kñ	紀元前120年
Sirwila	セイヨウスモモ
1500 watakuna	1500年代
Toulon	トゥーロン
156 kñ	紀元前156年
129 kñ	紀元前129年
Sepp Maier	ゼップ・マイヤー
Resistencia (Chaku)	レシステンシア
Rawson	ラウソン
Córdoba (Arhintina)	コルドバ (アルゼンチン)
Corrientes	コリエンテス
Paraná (Entre Ríos)	パラナ (アルゼンチン)
Formosa (Arhintina)	フォルモーサ (アルゼンチン)
Santa Rosa (Arhintina)	サンタローサ (アルゼンチン)
San Salvador de Jujuy	サン・サルバドール・デ・フフイ
104 kñ	紀元前104年
Killa unquy	月食
La Rioja llaqta	ラ・リオハ (アルゼンチン)
Mendoza	メンドーサ
Neuquén	ネウケン
San Luis (Arhintina)	サン・ルイス (アルゼンチン)
Santa Fe (Arhintina)	サンタフェ (アルゼンチン)
139 kñ	紀元前139年
Santiago del Estero	サンティアゴ・デル・エステロ
122 kñ	紀元前122年
206 kñ	紀元前206年
Ignacio de Loyola	イグナチオ・デ・ロヨラ
Bastian Schweinsteiger	バスティアン・シュヴァインシュタイガー
Kuyuti	コヨーテ
Urqusapa Kharabaq	ナゴルノ・カラバフ
203 kñ	紀元前203年
Günter Netzer	ギュンター・ネッツァー
Uli Hoeneß	ウリ・ヘーネス
102 kñ	紀元前102年
Ronald Golias	ロナルド・ゴリアテ
Chaqallu yura rikch'aq ayllu	マメ科
Paul Breitner	パウル・ブライトナー
Uwe Seeler	ウーヴェ・ゼーラー
Chuki	槍
159 kñ	紀元前159年
Kutana	粉砕機
Qhuya	鉱業
141 kñ	紀元前141年
Unquy mast'akuy	伝染病
183 kñ	紀元前183年
Charleston (West Virginia)	チャールストン (ウェストバージニア州)
Titanic (1997 kuyu walltay)	タイタニック (1997年の映画)
Nobel Suñay Chaqllisinchipi	ノーベル化学賞
Manchakuy	恐怖
Kichka qarayuq	棘皮動物
1820 watakuna	1820年代
241 kñ	紀元前241年
Wolfgang Overath	ヴォルフガング・オヴェラート
209 kñ	紀元前209年
210 kñ	紀元前210年
Amarumayu suyu (Kulumbya)	アマソナス県 (コロンビア)
Hawaqlla muru unquy	水痘
103 kñ	紀元前103年
Francisco Pizarro	フランシスコ・ピサロ
Buenos Aires wamani	ブエノスアイレス州
Qhatamarka wamani	カタマルカ州
Chaku wamani	チャコ州
Corrientes wamani	コリエンテス州
Córdoba wamani	コルドバ州
Formosa wamani	フォルモサ州
Entre Ríos wamani	エントレ・リオス州
Jujuy wamani	フフイ州
145 kñ	紀元前145年
142 kñ	紀元前142年
Wamp'urani	港湾
Murira	クワ
La Pampa wamani	ラ・パンパ州
La Rioja wamani	ラ・リオハ州 (アルゼンチン)
Mendoza wamani	メンドーサ州
Misiones wamani	ミシオネス州
Neuquén wamani	ネウケン州
Río Negro wamani	リオネグロ州
Salta wamani	サルタ州
San Juan wamani	サンフアン州 (アルゼンチン)
San Luis wamani	サンルイス州
Haji Mohamed Suharto	スハルト
Santa Krus wamani	サンタクルス州
Santa Fe wamani	サンタフェ州
Santiago del Estero wamani	サンティアゴ・デル・エステロ州
Tukuman wamani	トゥクマン州
109 kñ	紀元前109年
Ninasuyu wamani	ティエラ・デル・フエゴ州
215 kñ	紀元前215年
148 kñ	紀元前148年
1770 watakuna	1770年代
Jürgen Grabowski	ユルゲン・グラボウスキ
Chubut wamani	チュブ州
121 kñ	紀元前121年
189 kñ	紀元前189年
179 kñ	紀元前179年
186 kñ	紀元前186年
Wayrukuna	サイコロ
Linu	アマ (植物)
190 kñ	紀元前190年
152 kñ	紀元前152年
168 kñ	紀元前168年
Simintu	セメント
Świętochłowice	シフィエントフウォヴィツェ
Wamp'u runa	船員
Jilin pruwinsya	吉林省
235 kñ	紀元前235年
Alikarnassospi Maussollospa aya wasin	マウソロス霊廟
222 kñ	紀元前222年
Wamink'a maqay	クーデター
236 kñ	紀元前236年
237 kñ	紀元前237年
238 kñ	紀元前238年
Coimbra	コインブラ
239 kñ	紀元前239年
Qunchu	酵母
233 kñ	紀元前233年
231 kñ	紀元前231年
177 kñ	紀元前177年
229 kñ	紀元前229年
171 kñ	紀元前171年
225 kñ	紀元前225年
133 kñ	紀元前133年
226 kñ	紀元前226年
137 kñ	紀元前137年
223 kñ	紀元前223年
184 kñ	紀元前184年
144 kñ	紀元前144年
147 kñ	紀元前147年
Amaru	ボア科
Napaykuy	挨拶
232 kñ	紀元前232年
K'apra	セラミックス
Ruud van Nistelrooy	ルート・ファン・ニステルローイ
151 kñ	紀元前151年
200 watakuna kñ	紀元前200年代
112 kñ	紀元前112年
Kalistu	ユーカリ
250 watakuna kñ	紀元前250年代
290 watakuna kñ	紀元前290年代
Muyu-muyu	アメリカヒレアシシギ
Q'upa	廃棄物
280 watakuna kñ	紀元前280年代
Charlottep Llikan	シャーロットのおくりもの
Hunan pruwinsya	湖南省
Wañusqa rimay	死語 (言語学)
Pécs	ペーチ
230 watakuna kñ	紀元前230年代
Kim Dae-jung	金大中
Qinghai pruwinsya	青海省
197 kñ	紀元前197年
207 kñ	紀元前207年
Isabel I	イサベル1世 (カスティーリャ女王)
105 kñ	紀元前105年
188 kñ	紀元前188年
180 kñ	紀元前180年
Thierry Henry	ティエリ・アンリ
131 kñ	紀元前131年
Maya	マヤ人
Wach'i	矢
Kawsaykuq yawri	細胞小器官
Han-P'ut' rimaykuna	シナ・チベット語族
1680 watakuna	1680年代
1610 watakuna	1610年代
191 kñ	紀元前191年
Liwri	ノウサギ属
Felix Mendelssohn	フェリックス・メンデルスゾーン
Uyq'ur runa	ウイグル
275 kñ	紀元前275年
212 kñ	紀元前212年
Mamallaqta parki	国立公園
199 kñ	紀元前199年
Olimpyapi Zeus wank'a	オリンピアのゼウス像
1510 watakuna	1510年代
196 kñ	紀元前196年
187 kñ	紀元前187年
198 kñ	紀元前198年
192 kñ	紀元前192年
Waysallpu yura rikch'aq ayllu	バラ科
Putuq	台形
T'iwka	弓矢
193 kñ	紀元前193年
194 kñ	紀元前194年
205 kñ	紀元前205年
155 kñ	紀元前155年
176 kñ	紀元前176年
Patrick Vieira	パトリック・ヴィエラ
181 kñ	紀元前181年
Edgar Degas	エドガー・ドガ
Ruqyay musyana	マイクロフォン
Sonora suyu	ソノラ州
Waraniyi runa	グアラニー族
Guanajuato suyu	グアナフアト州
Juan Sebastián Verón	フアン・セバスティアン・ベロン
Baja California Sur suyu	バハ・カリフォルニア・スル州
167 kñ	紀元前167年
166 kñ	紀元前166年
174 kñ	紀元前174年
165 kñ	紀元前165年
Lacuna Coil	ラクーナ・コイル
208 kñ	紀元前208年
160 kñ	紀元前160年
161 kñ	紀元前161年
164 kñ	紀元前164年
182 kñ	紀元前182年
173 kñ	紀元前173年
172 kñ	紀元前172年
178 kñ	紀元前178年
175 kñ	紀元前175年
Octavio Paz	オクタビオ・パス
Hap'iqay	理解
Sendai	仙台市
Harry Potter nina q'iruwan	ハリー・ポッターと炎のゴブレット
Harry Potter wañuypa chiqanyankunawan	ハリー・ポッターと死の秘宝
Wangari Maathai	ワンガリ・マータイ
Walla	山脈
Siwi	指輪
Hubei pruwinsya	湖北省
Harry Potter khuska yawar awkiwan	ハリー・ポッターと謎のプリンス
Zlatan Ibrahimović	ズラタン・イブラヒモビッチ
154 kñ	紀元前154年
Shanxi pruwinsya	山西省
Piluta Hayt'ay Pachantin Kupa 1982	1982 FIFAワールドカップ
Piluta Hayt'ay Pachantin Kupa 1986	1986 FIFAワールドカップ
Alcalá de Henares	アルカラ・デ・エナーレス
Piluta Hayt'ay Pachantin Kupa 1978	1978 FIFAワールドカップ
132 kñ	紀元前132年
170 kñ	紀元前170年
157 kñ	紀元前157年
111 kñ	紀元前111年
114 kñ	紀元前114年
220 kñ	紀元前220年
163 kñ	紀元前163年
162 kñ	紀元前162年
280 kñ	紀元前280年
134 kñ	紀元前134年
Espoo	エスポー (フィンランド)
K'aklla	頬
Oulu	オウル
Imasmari	なぞなぞ
P'aqu	茶色
Yuquspa allquchay	強姦
Guizhou pruwinsya	貴州省
Apay p'uruña	バケツ
Atakama	アタカマ砂漠
Linus (Tayta Papa)	リヌス (ローマ教皇)
Nobel Suñay Musikupi	アルフレッド・ノーベル記念経済学スウェーデン国立銀行賞
218 kñ	紀元前218年
118 kñ	紀元前118年
138 kñ	紀元前138年
135 kñ	紀元前135年
128 kñ	紀元前128年
270 kñ	紀元前270年
Harry Potter pakasqa ukhuwan	ハリー・ポッターと秘密の部屋
Wata hunt'ay	誕生日
Kuru	蠕虫
Schio llaqta	スキーオ
Kuskan ismuykuy mit'a	半減期
Kawallu awqaq	騎兵
Ch'illik'utu	コオロギ
287 kñ	紀元前287年
216 kñ	紀元前216年
300 kñ	紀元前300年
Marie Antoinette	マリー・アントワネット
P'anqa kañina	紙幣
158 kñ	紀元前158年
127 kñ	紀元前127年
117 kñ	紀元前117年
153 kñ	紀元前153年
125 kñ	紀元前125年
108 kñ	紀元前108年
Aix-en-Provence	エクス＝アン＝プロヴァンス
124 kñ	紀元前124年
Paul Dirac	ポール・ディラック
Mama aqha p'uchqu	酢酸
Pierre Littbarski	ピエール・リトバルスキー
Zico	ジーコ
Kim Hwang-sik	金滉植
221 kñ	紀元前221年
Tiziano	ティツィアーノ・ヴェチェッリオ
Tupu	物理単位
Belém	ベレン (パラー州)
Harry Potter Askabanmanta ayqiq samk'asqawan	ハリー・ポッターとアズカバンの囚人
Sansa k'anchana	電球
230 kñ	紀元前230年
295 kñ	紀元前295年
276 kñ	紀元前276年
204 kñ	紀元前204年
288 kñ	紀元前288年
Amerigo Vespucci	アメリゴ・ヴェスプッチ
Josuap qillqasqan	ヨシュア記
Kaphiy yura	アラビカコーヒーノキ
Kalahari	カラハリ砂漠
Achi Tayta (kuyu walltay)	ゴッドファーザー (映画)
Piluta Hayt'ay Pachantin Kupa 2002	2002 FIFAワールドカップ
Gary Lineker	ゲーリー・リネカー
Naoto Kan	菅直人
Pratibha Patil	プラティバ・パティル
Khirkinchu	アルマジロ
Green Day	グリーン・デイ
Robbie Williams	ロビー・ウィリアムズ
339	339年
340	340年
Nijmegen	ナイメーヘン
Surq'an phiru unquy	肺癌
354	354年
356	356年
358	358年
361	361年
363	363年
364	364年
Shaanxi pruwinsya	陝西省
368	368年
369	369年
370	370年
371	371年
Plantilla:Commonscat	Template:Commonscat
376	376年
377	377年
378	378年
1780 watakuna	1780年代
383	383年
384	384年
Inlatirra suyup riqyunkuna	リージョン (イングランド)
388	388年
389	389年
390	390年
391	391年
392	392年
1730 watakuna	1730年代
393	393年
394	394年
395	395年
396	396年
397	397年
Ñutqu p'istuq llika unquy	髄膜炎
398	398年
399	399年
1540 watakuna	1540年代
Bedřich Smetana	ベドルジハ・スメタナ
297 kñ	紀元前297年
Romanukunapaq qillqa	ローマの信徒への手紙
293 kñ	紀元前293年
Mamallaqtapura Huñu Sallqa Pachata Sallqapi Kaqkunata Amachanapaq	国際自然保護連合
Medellín	メデジン
Yachay munaq	在籍者 (学習者)
Kipa	ショファー
Martin Heidegger	マルティン・ハイデッガー
Kōbe	神戸市
Recife	レシフェ
Magallanes k'ikllu	マゼラン海峡
Phiruru	滑車
285 kñ	紀元前285年
Aya	死体
Piluta Hayt'ay Pachantin Kupa 1930	1930 FIFAワールドカップ
1750 watakuna	1750年代
1580 watakuna	1580年代
1590 watakuna	1590年代
Ch'antakuq rimay	総合的言語
Didier Drogba	ディディエ・ドログバ
Linus Pauling	ライナス・ポーリング
Q'aytu	糸
Willakuy	短編小説
Yale Yachay Suntur	イェール大学
279	279年
440	440年
517	517年
572	572年
Awstrunisyu rimaykuna	オーストロネシア語族
Saint Petersburg	セントピーターズバーグ (フロリダ州)
Liyun X	レオ10世 (ローマ教皇)
Virginia Beach (Virginia)	バージニアビーチ
Oscar Arias	オスカル・アリアス・サンチェス
Chullunku pacha	氷河期
Karu puriy	観光
Pulla	ネギ属
Putura	コルク
Jean de La Fontaine	ジャン・ド・ラ・フォンテーヌ
2026	2026年
2025	2025年
2024	2024年
2023	2023年
2022	2022年
2021	2021年
Loch Ness	ネス湖
Llamk'ay sayachi	ストライキ
Chaski	郵便
2041	2041年
2042	2042年
2043	2043年
2044	2044年
2045	2045年
2046	2046年
2047	2047年
2048	2048年
2049	2049年
2050	2050年
2051	2051年
2052	2052年
2053	2053年
2054	2054年
2055	2055年
2056	2056年
2057	2057年
2058	2058年
2059	2059年
Giulio Andreotti	ジュリオ・アンドレオッティ
Truyanu Kawallu	トロイアの木馬
Manchester City FC	マンチェスター・シティFC
Muksi	酸化物
Wu Yi	呉儀
John Atta Mills	ジョン・アッタ・ミルズ
Cali	サンティアゴ・デ・カリ
John Ford (kullu walltay)	ジョン・フォード
John Howard	ジョン・ハワード
Gniezno	グニェズノ
Frank Capra	フランク・キャプラ
William Wyler	ウィリアム・ワイラー
John Huston	ジョン・ヒューストン
Joseph L. Mankiewicz	ジョーゼフ・L・マンキーウィッツ
Punta Arenas	プンタ・アレーナス
Philipiyuqkunapaq qillqa	フィリピの信徒への手紙
Iñini	使徒信条
Takikunap takin	雅歌
Malyakhiyap qillqasqan	マラキ書
Maskoki	クリーク族
Awya Yala rimaykuna	アメリカ・インディアン諸語
Werder Bremen	ヴェルダー・ブレーメン
Evola virusmanta unquyqa	エボラ出血熱
Middelburg (Zeeland)	ミデルブルフ
Kawsay allpa saywachi	生物地理学
Sheikh Hasina	シェイク・ハシナ
Plantilla:T'inkisqa	Template:Chembox
Plantilla:Qallawa	Template:元素
Plantilla:Taxobox	Template:生物分類表
Rosario (Arhintina)	ロサリオ
Abebe Bikila	アベベ・ビキラ
Mar del Plata	マル・デル・プラタ
Jesse Owens	ジェシー・オーエンス
Javier Zanetti	ハビエル・サネッティ
Fredrik Reinfeldt	フレドリック・ラインフェルト
Yatana waqachina	鍵盤楽器
Roberto Rossellini	ロベルト・ロッセリーニ
Bernardo Bertolucci	ベルナルド・ベルトルッチ
Saltillo	サルティーヨ
Coahuila suyu	コアウイラ州
Bisiklita yallinakuy	サイクリング
Werner Faymann	ヴェルナー・ファイマン
Kiswar yura rikch'aq ayllu	ゴマノハグサ科
Muña yura rikch'aq ayllu	シソ科
Liryu yura rikch'aq ayllu	ユリ科
K'ayra	カエル
Wata-wata	有尾目
Olof Palme	オロフ・パルメ
Ingvar Carlsson	イングヴァール・カールソン
Chullu walli	オウギワシ
Q'ispi rumi	黒曜石
Sami Khedira	サミ・ケディラ
Ska	スカ
Tumay aranwa	アンフィテアトルム
Valincia (Winisuyla)	バレンシア (ベネズエラ)
Tumipampa	クエンカ (エクアドル)
Pedro Almodóvar	ペドロ・アルモドバル
Laurence Olivier	ローレンス・オリヴィエ
Hamp'atu	ヒキガエル科
Marcello Mastroianni	マルチェロ・マストロヤンニ
Kaynaku	鉄道駅
Miguel Hidalgo	ミゲル・イダルゴ
Alwatrus	アホウドリ科
Pachakawri luq'u	クレーター
Katiguriya:Umalliq (Pulunya)	Category:ポーランドの大統領
Lumière wawqikuna	リュミエール兄弟
Katharine Hepburn	キャサリン・ヘプバーン
Francis Ford Coppola	フランシス・フォード・コッポラ
Hayaq yaku	蒸留酒
Georges Bizet	ジョルジュ・ビゼー
Lise Meitner	リーゼ・マイトナー
Ivo Sanader	イーヴォ・サナデル
Hopi simi	ホピ語
Hawsa simi	ハウサ語
Kariña simi	カリブ語
Jiangxi pruwinsya	江西省
Gustav Hertz	グスタフ・ヘルツ
Fritz Haber	フリッツ・ハーバー
Adolf von Baeyer	アドルフ・フォン・バイヤー
Jürgen Klinsmann	ユルゲン・クリンスマン
Jens Lehmann	イェンス・レーマン
Walther Nernst	ヴァルター・ネルンスト
Otto Wallach	オットー・ヴァラッハ
P'uku	皿
Ollanta Humala	オジャンタ・ウマラ
Georgi Parvanov	ゲオルギ・パルヴァノフ
Felipe Calderón	フェリペ・カルデロン
Paul Biya	ポール・ビヤ
Traian Băsescu	トラヤン・バセスク
Abdullah bin Abdul-Aziz	アブドゥッラー・ビン・アブドゥルアズィーズ
Juan Manuel Santos	フアン・マヌエル・サントス
Hassanal Bolkiak	ハサナル・ボルキア
Mauricio Funes	マウリシオ・フネス
Isayas Afewerki	イサイアス・アフェウェルキ
Yahya Jammeh	ヤヒヤ・ジャメ
Emomalii Rakhmon	エモマリ・ラフモン
Girma Wolde-Giorgis	ギルマ・ウォルドギオルギス
Nursultan Nazarbajev	ヌルスルタン・ナザルバエフ
Aníbal Cavaco Silva	アニーバル・カヴァコ・シルヴァ
Nguyễn Minh Triết	グエン・ミン・チェット
Daniel Ortega	ダニエル・オルテガ
Susilo Bambang Yudhoyono	スシロ・バンバン・ユドヨノ
Shimon Peres	シモン・ペレス
Václav Klaus	ヴァーツラフ・クラウス
Ram Baran Yadav	ラムバラン・ヤーダブ
Ningxia	寧夏回族自治区
Abdullah II	アブドゥッラー2世
Hifikepunye Pohamba	ヒフィケプニェ・ポハンバ
Kurbanguly Berdymukhamedov	グルバングル・ベルディムハメドフ
Filip Vujanović	フィリップ・ヴヤノヴィッチ
Mohammed VI	ムハンマド6世 (モロッコ王)
Islom Karimov	イスラム・カリモフ
Nguyễn Tấn Dũng	グエン・タン・ズン
Lee Hsien Loong	リー・シェンロン
Yoshihiko Noda	野田佳彦
Jens Stoltenberg	イェンス・ストルテンベルグ
Yingluck Shinawatra	インラック・シナワトラ
John Key	ジョン・キー
Hun Sen	フン・セン
Mark Rutte	マルク・ルッテ
Enda Kenny	エンダ・ケニー
Pukara	要塞
Sintu	セント (通貨)
Yang Jiechi	楊潔チ
Serguey Lavrov	セルゲイ・ラブロフ
Duran Duran	デュラン・デュラン
Burbuwnpa wasin	ブルボン家
Shijiazhuang	石家荘市
